group,mouse_id,day,fmt_donor_recipient,fmt_donor_id,donor_number,sex,mouse_genotype.x,sample_type.x,treatment,treatment_no_cd,treatment_fmt_only,exp_id_number,experiment,sample_date.x,cdiff_cfu,pos_d1_cdiff,ever_pos_cdiff,lipocalin_2
1301.dn35,1301,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,NA
1302.cec,1302,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1302.col,1302,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,NA,NA
1302.d5,1302,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1302.d3,1302,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1302.d2,1302,2,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1302.d1,1302,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1302.d0,1302,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,0
1302.dn21,1302,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,NA
1302.dn35,1302,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,14.7
1302.d7,1302,7,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1304.d1,1303,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1304.cec,1304,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1304.col,1304,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,NA,NA
1304.d7,1304,7,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1304.d5,1304,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1304.d3,1304,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1311.d1,1304,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1304.d0,1304,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,217.5
1304.dn21,1304,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,3671.6
1304.dn35,1304,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,NA
1307.cec,1307,9,NA,NA,NA,F,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1307.col,1307,9,NA,NA,NA,F,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,no,NA
1307.d7,1307,7,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1307.d3,1307,3,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1307.d2,1307,2,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1307.d1,1307,1,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1307.dn21,1307,-21,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,1.4
1307.dn35,1307,-35,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,16
1308.cec,1308,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,NA,yes,NA
1308.col,1308,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,NA,NA,NA
1308.d5,1308,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,NA,no,NA
1308.d3,1308,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,NA,no,NA
1308.d2,1308,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,NA,no,NA
1308.d0,1308,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,NA,no,7422.699849
1308.dn21,1308,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,NA,no,745.8
1309.cec,1309,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,yes,yes,NA
1309.col,1309,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1309.d7,1309,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,yes,yes,NA
1309.d5,1309,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,10000,yes,yes,NA
1309.d3,1309,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,yes,yes,NA
1309.d2,1309,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,yes,yes,NA
1309.d1,1309,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,4000,yes,yes,NA
1309.d0,1309,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,5338.550984
1309.dn21,1309,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,970.1
1309.dn35,1309,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,13.7
1310.cec,1310,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,36000,yes,yes,NA
1310.col,1310,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1310.d7,1310,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,12000,yes,yes,NA
1310.d5,1310,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,17000,yes,yes,NA
1310.d3,1310,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,22000,yes,yes,NA
1310.d2,1310,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,3000,yes,yes,NA
1310.d1,1310,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,4000,yes,yes,NA
1310.d0,1310,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,25507.07547
1310.dn21,1310,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,4844.1
1310.dn35,1310,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,23.3
1311.cec,1311,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1311.col,1311,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,no,NA
1311.d5,1311,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1311.d3,1311,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1311.d2,1311,2,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1312.d1,1311,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1311.d0,1311,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,105.9
1311.dn21,1311,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,1588.8
1311.dn35,1311,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,NA
1312.cec,1312,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1312.col,1312,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,NA,NA
1312.d7,1312,7,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1312.d5,1312,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1312.d3,1312,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1312.d2,1312,2,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1284.d1,1312,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1312.d0,1312,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,,no,305.7
1312.dn35,1312,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,NA
1313.cec,1313,9,donor,1313,1,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,39800000,yes,yes,NA
1313.col,1313,9,donor,1313,1,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,NA,NA,NA
1313.d7,1313,7,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,21700000,yes,yes,NA
1313.d5,1313,5,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,45100000,yes,yes,NA
1313.d2,1313,2,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,1390000,yes,yes,NA
1313.d1,1313,1,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,12000,yes,yes,NA
1313.d0,1313,0,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,11168.47826
1313.dn1,1313,-1,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032925,5.9.2021,NA,NA,yes,
1313.inoc,1313,-1,donor,1313,1,F,il10,inoculum,HhWT + VPI spores + control mAb,,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032925,5.9.2021,NA,NA,yes,
1313.dn35,1313,-35,donor,1313,1,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,Isotype FMT(S) + VPI spores,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,NA,yes,1.9
1314.cec,1314,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1314.col,1314,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1314.col.tiss,1314,0,NA,NA,NA,M,il10,colon.tissue,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1314.d0,1314,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,2.6
1314.dn21,1314,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,no,no,16.9
1315.cec,1315,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1315.col,1315,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1315.col.tiss,1315,0,NA,NA,NA,M,il10,colon.tissue,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1315.d0,1315,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,3.2
1315.dn21,1315,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,no,no,40.8
1315.dn35,1315,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,no,no,13.7
1316.cec,1316,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1316.col,1316,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1316.col.tiss,1316,0,NA,NA,NA,M,il10,colon.tissue,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1316.d0,1316,0,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,3.2
1316.dn21,1316,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,no,no,15.4
1316.dn35,1316,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,no,no,16.1
1317.cec,1317,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1317.col,1317,0,NA,NA,NA,M,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1317.col.tiss,1317,0,NA,NA,NA,M,il10,colon.tissue,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1317.d0,1317,0,NA,NA,NA,M,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,no,no,NA
1317.dn21,1317,-21,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,no,no,44.5
1317.dn35,1317,-35,NA,NA,NA,M,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,no,no,42.4
1499.cec,1499,0,NA,NA,NA,F,il10,cecal.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1499.col,1499,0,NA,NA,NA,F,il10,colon.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1499.d0,1499,0,NA,NA,NA,F,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1499.dn21,1499,-21,NA,NA,NA,F,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,16992
1499.dn35,1499,-35,NA,NA,NA,F,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,
1500.cec,1500,0,NA,NA,NA,F,il10,cecal.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1500.col,1500,0,NA,NA,NA,F,il10,colon.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1500.dn21,1500,-21,NA,NA,NA,F,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,2236.7
1501.cec,1501,0,NA,NA,NA,M,il10,cecal.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1501.col,1501,0,NA,NA,NA,M,il10,colon.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1501.d0,1501,0,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,14690.9
1501.dn35,1501,-35,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,4
1502.cec,1502,0,NA,NA,NA,M,il10,cecal.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1502.col,1502,0,NA,NA,NA,M,il10,colon.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1502.d0,1502,0,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,30785.2
1502.dn21,1502,-21,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,3204.7
1503.cec,1503,0,NA,NA,NA,M,il10,cecal.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1503.col,1503,0,NA,NA,NA,M,il10,colon.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1503.dn21,1503,-21,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,768.9
1503.dn35,1503,-35,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,1.6
1504.cec,1504,0,NA,NA,NA,M,il10,cecal.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1504.col,1504,0,NA,NA,NA,M,il10,colon.contents,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1504.d0,1504,0,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,10688.7
1504.dn21,1504,-21,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20212709,NA,NA,NA,8770.4
1504.dn35,1504,-35,NA,NA,NA,M,il10,feces,HhWT + control mAb,Hh+control,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211309,NA,NA,NA,3
1505.cec,1505,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
1505.col,1505,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40 ,Hh+p40,NA,p40_3,IL10_mice_HhWT_antip40_Exp_3_091321,20211810,NA,NA,NA,NA
